"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","SVN","Slovenia","2020","2020",11.2,,
"WAITHYSW","Hysterectomy","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","SVN","Slovenia","2021","2021",11.1,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ITA","Italy","2013","2013",18.6,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ITA","Italy","2014","2014",16.5,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ITA","Italy","2015","2015",18.4,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ITA","Italy","2016","2016",20.3,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ITA","Italy","2017","2017",18.4,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ITA","Italy","2018","2018",18.7,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ITA","Italy","2019","2019",18.7,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ITA","Italy","2020","2020",17.6,,
"WAITCATW","Cataract surgery","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","ITA","Italy","2021","2021",14.7,"P","Provisional value"
"WAITCOBW","Coronary bypass","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ISR","Israel","2014","2014",12.3,,
"WAITCOBW","Coronary bypass","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ISR","Israel","2015","2015",9,"B","Break"
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","SWE","Sweden","2017","2017",57,,
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","SWE","Sweden","2018","2018",66,"D","Difference in methodology"
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","SWE","Sweden","2019","2019",75,"D","Difference in methodology"
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","SWE","Sweden","2020","2020",78,,
"WAITCATW","Cataract surgery","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","SWE","Sweden","2021","2021",65.5,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ISR","Israel","2014","2014",104,,
"WAITHIPW","Hip replacement (total and partial, including the revision of hip replacement)","WTSPMENB","Waiting times from specialist assessment to treatment: Mean (days)","ISR","Israel","2015","2015",95,"B","Break"
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","PRT","Portugal","2010","2010",177.3,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","PRT","Portugal","2011","2011",201.3,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","PRT","Portugal","2012","2012",191.4,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","PRT","Portugal","2013","2013",180.6,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","PRT","Portugal","2014","2014",180.5,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","PRT","Portugal","2015","2015",169.9,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","PRT","Portugal","2016","2016",166.3,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","PRT","Portugal","2017","2017",179.4,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","PRT","Portugal","2018","2018",197.4,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","PRT","Portugal","2019","2019",206.8,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","PRT","Portugal","2020","2020",332.6,,
"WAITKNEW","Knee replacement","WTPAMEQT","Waiting times of patients on the list: Mean (days)","PRT","Portugal","2021","2021",355.2,"P","Provisional value"
"WAITHYSW","Hysterectomy","WTPAMDMB","Waiting times of patients on the list: Median (days)","HUN","Hungary","2013","2013",20,,
"WAITHYSW","Hysterectomy","WTPAMDMB","Waiting times of patients on the list: Median (days)","HUN","Hungary","2014","2014",16,,
"WAITHYSW","Hysterectomy","WTPAMDMB","Waiting times of patients on the list: Median (days)","HUN","Hungary","2015","2015",15.6,,
"WAITHYSW","Hysterectomy","WTPAMDMB","Waiting times of patients on the list: Median (days)","HUN","Hungary","2016","2016",16.6,,
"WAITHYSW","Hysterectomy","WTPAMDMB","Waiting times of patients on the list: Median (days)","HUN","Hungary","2017","2017",16,,
"WAITHYSW","Hysterectomy","WTPAMDMB","Waiting times of patients on the list: Median (days)","HUN","Hungary","2018","2018",18,,
"WAITHYSW","Hysterectomy","WTPAMDMB","Waiting times of patients on the list: Median (days)","HUN","Hungary","2019","2019",17,,
"WAITHYSW","Hysterectomy","WTPAMDMB","Waiting times of patients on the list: Median (days)","HUN","Hungary","2020","2020",70.5,"B","Break"
"WAITHYSW","Hysterectomy","WTPAMDMB","Waiting times of patients on the list: Median (days)","HUN","Hungary","2021","2021",45,"B","Break"
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2013","2013",53.5,,
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2014","2014",51.3,,
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2015","2015",27.9,,
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2016","2016",14,,
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2017","2017",15.4,,
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2018","2018",10.7,,
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2019","2019",6.7,,
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2020","2020",42.2,"B","Break"
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","HUN","Hungary","2021","2021",33.6,"B","Break"
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","PRT","Portugal","2010","2010",37.9,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","PRT","Portugal","2011","2011",33,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","PRT","Portugal","2012","2012",32.8,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","PRT","Portugal","2013","2013",28.4,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","PRT","Portugal","2014","2014",30.1,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","PRT","Portugal","2015","2015",31.1,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","PRT","Portugal","2016","2016",35.2,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","PRT","Portugal","2017","2017",37.1,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","PRT","Portugal","2018","2018",43.6,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","PRT","Portugal","2019","2019",50.8,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","PRT","Portugal","2020","2020",49.5,,
"WAITHYSW","Hysterectomy","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","PRT","Portugal","2021","2021",45.2,"P","Provisional value"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","HUN","Hungary","2013","2013",0,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","HUN","Hungary","2014","2014",0,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","HUN","Hungary","2015","2015",0,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","HUN","Hungary","2016","2016",0,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","HUN","Hungary","2017","2017",0,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","HUN","Hungary","2018","2018",0,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","HUN","Hungary","2019","2019",0,,
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","HUN","Hungary","2020","2020",0,"B","Break"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","HUN","Hungary","2021","2021",0,"B","Break"
"WAITPTCW","Percutaneous transluminal coronary angioplasty (PTCA)","WTSPMOTX","Waiting times from specialist assessment to treatment: % of all patients waiting more than 3 months","PRT","Portugal","2021","2021",0,"P","Provisional value"
"WAITHYSW","Hysterectomy","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","HUN","Hungary","2013","2013",5,,
"WAITHYSW","Hysterectomy","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","HUN","Hungary","2014","2014",8,,
"WAITHYSW","Hysterectomy","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","HUN","Hungary","2015","2015",6.7,,
"WAITHYSW","Hysterectomy","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","HUN","Hungary","2016","2016",4.9,,
"WAITHYSW","Hysterectomy","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","HUN","Hungary","2017","2017",3,,
"WAITHYSW","Hysterectomy","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","HUN","Hungary","2018","2018",1,,
"WAITHYSW","Hysterectomy","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","HUN","Hungary","2019","2019",1,,
"WAITHYSW","Hysterectomy","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","HUN","Hungary","2020","2020",1,"B","Break"
"WAITHYSW","Hysterectomy","WTSPMDMT","Waiting times from specialist assessment to treatment: Median (days)","HUN","Hungary","2021","2021",1,"B","Break"
"WAITCATW","Cataract surgery","WTPAMOPC","Waiting times of patients on the list: % of all patients waiting more than 3 months","ISL","Iceland","2012","2012",78.4,,
